XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/PublisherType,Description/Summary,Credits,Department,FedoraCollection,DateAttribute,DateCreated,OriginalBroadcastDate,Century,Language,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,RecordingNotes,Mono/Stereo,TrackFormat,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,FrameRate,ImageResolution (PPI),AspectRatio,TimeStart (timecode),ChannelConfiguration,Color,PreservationNote/PhysicalNote,QANotes,Finished,TopicalSubject,TopicalScheme,GeographicalSubject,GeographicalScheme,CorpSubject,CorpScheme,PersonalSubject,PersonalScheme
UMDM,,UMDM,,,19851116-FB-0001-Off2,,,,,,,,,,,"Football: Maryland vs. Clemson, November 16, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Clemson on November 16, 1985",,University Archives,University AlbUM,,1985-11-16,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=4f193d98b488403,19851116-FB-0001-Off2,19851116-FB-0001-Off2,00:12:11,00:12:11,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:09 not 00:12:11; piece of debris seen in 19851116-FB-0002-Off1 is present from beginning until 00:01:12; different piece of debris appears in bottom left until 00:01:20; film tear causes scene ripple and large scratch from 00:07:16-00:07:17,,,,,,,,,
UMDM,,UMDM,,,19851116-FB-0002-Off1,,,,,,,,,,,"Football: Maryland vs. Clemson, November 16, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Clemson on November 16, 1985",,University Archives,University AlbUM,,1985-11-16,,1901-2000,,2010-140,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=77f186cfc0634cb,19851116-FB-0002-Off1,19851116-FB-0002-Off1,00:08:08,00:08:08,,,,2015-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:08:08 not 00:10:40; piece of debris appears from left side at approx. 00:07:10 and remains for duration of video,,,,,,,,,
UMDM,,UMDM,,,19851129-FB-0001-Off1,,,,,,,,,,,"Football: Maryland vs. Virginia, November 29, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the first half offense of the football game between Maryland and Virginia on November 29, 1985",,University Archives,University AlbUM,,1985-11-29,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=70affbfac1a4435,19851129-FB-0001-Off1,19851129-FB-0001-Off1,00:09:44,00:09:44,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,"duration of mp4 is 00:09:44 not 00:09:41; scratch at 00:04:19; intermittent debris from camera lense during filming, does not affect integrity of footage",,,,,,,,,
UMDM,,UMDM,,,19851129-FB-0002-Off2,,,,,,,,,,,"Football: Maryland vs. Virginia, November 29, 1985",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the second half offense of the football game between Maryland and Virginia on November 29, 1985",,University Archives,University AlbUM,,1985-11-29,,1901-2000,,2010-140,,,Box 2,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=8e973b85ddeb4be,19851129-FB-0002-Off2,19851129-FB-0002-Off2,00:07:30,00:07:30,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:07:30; footage is viewable but still quite dark; cut at 00:07:23,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-0001-Clem3Qtr,,,,,,,,,,,"Football: Maryland vs. Clemson, undated",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland and Clemson, undated",,University Archives,University AlbUM,,unknown,,1901-2000,,2003-13,,,Box 12,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=f8908f92d222433,NoDate-FB-0001-Clem3Qtr,NoDate-FB-0001-Clem3Qtr,00:10:27,00:10:27,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:27 not 00:10:25,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-0001-Vill4Qtr,,,,,,,,,,,"Football: Maryland vs. Villanova, undated",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the fourth quarter of the football game between Maryland and Villanova, undated",,University Archives,University AlbUM,,unknown,,1901-2000,,2003-13,,,Box 13,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=90ab9f5bba254ee,NoDate-FB-0001-Vill4Qtr,NoDate-FB-0001-Vill4Qtr,00:09:02,00:09:02,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:02 not 00:08:58,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-0002-Clem4Qtr,,,,,,,,,,,"Football: Maryland vs. Clemson, undated",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland and Clemson, undated",,University Archives,University AlbUM,,unknown,,1901-2000,,2003-13,,,Box 12,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=c470c31c6fb641c,NoDate-FB-0002-Clem4Qtr,NoDate-FB-0002-Clem4Qtr,00:09:36,00:09:36,,,,2015-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:09:36 not 00:09:28; tear at 00:05:42 and 00:05:47,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-unidentified-2nd,,,,,,,,,,,"Football: Maryland vs. Clemson (see notes), November 17, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland and Clemson on November 17, 1985",,University Archives,University AlbUM,,1973-11-17,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=b84eaa7b7f5f4f9,NoDate-FB-unidentified-2nd,NoDate-FB-unidentified-2nd,00:10:27,00:10:27,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:27; scratches and tears inherent to film throughout,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-unidentified-3rd,,,,,,,,,,,"Football: Maryland vs. Wake Forest (see notes), October 19, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland and Wake Forest on October 19, 1974",,University Archives,University AlbUM,,1974-10-19,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=87ecebbba5d34e6,NoDate-FB-unidentified-3rd,NoDate-FB-unidentified-3rd,00:10:16,00:10:16,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:16 not 00:10:11,,,,,,,,,
UMDM,,UMDM,,,NoDate-FB-unidentified-Market,,,,,,,,,,,"Football: Maryland (28) vs. Clemson (13), November 17, 1973",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the third quarter of the football game between Maryland (28) and Clemson (13) on November 17, 1973",,University Archives,University AlbUM,,1973-11-17,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=e5c06cd69ded4c0,NoDate-FB-unidentified-Market,NoDate-FB-unidentified-Market,00:12:54,00:12:54,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:12:54 not 00:12:51; damage to fim in first 12 seconds,,,,,,,,,
UMDM,,UMDM,,,nodate-FB-WakeForest-1Qtr,,,,,,,,,,,"Football: Maryland vs. Wake Forest, October 19, 1974",,,,,,"University of Maryland, College Park. Department of Intercollegiate Athletics",corpName,"Film footage of the football game between Maryland and Wake Forest on October 19, 1974",,University Archives,University AlbUM,,1974-10-19,,1901-2000,,2011-52,,,Box 1,,,,,"University of Maryland; Sports, Recreation",,,,moving image,analog,Live action,16mm,"7""",,North America,United States,Maryland,College Park,,,,,,,,,,Terrapins (Football team),LCNAF,,,,,,
UMAM,,,UMAM,http://streamer.lib.umd.edu/ssdcms/i.do?u=53af87bf7d9647b,nodate-FB-WakeForest-1Qtr,nodate-FB-WakeForest-1Qtr,00:10:06,00:10:06,,,,2015-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.",,,,,,,,,,,,,,,,,,,,,,duration of mp4 is 00:10:06 not 00:10:01,,,,,,,,,
